h_over_J,time,trotter_steps,dt,sim_mz,exact_mz,abs_error_mz,se_mz,sim_mz2,exact_mz2,abs_error_mz2,se_mz2,sim_czz,exact_czz,abs_error_czz,se_czz
1.0,5.0,32,0.15625,0.00235,-0.0013764544026794723,0.0037264544026794724,0.007160190261610249,0.5126375,0.5166354490674829,0.003997949067482964,0.0037690014289665846,0.573742857142857,0.5684419818067634,0.00530087533609358,0.0037343471636894746
1.0,5.0,64,0.078125,-0.025275,-0.0013764544026794723,0.023898545597320527,0.006786390642108272,0.46114375,0.5166354490674829,0.055491699067482914,0.003673428851774137,0.5168285714285714,0.5684419818067634,0.051613410378192004,0.0037973755015731007
1.0,5.0,128,0.0390625,-0.026425,-0.0013764544026794723,0.02504854559732053,0.0064063367888837425,0.41106875,0.5166354490674829,0.10556669906748295,0.0036118400786467725,0.47337142857142855,0.5684419818067634,0.09507055323533486,0.00383367868239322
1.0,5.0,256,0.01953125,-0.0326,-0.0013764544026794723,0.031223545597320525,0.005765158081507434,0.3334,0.5166354490674829,0.18323544906748296,0.0033387304791074723,0.3943714285714288,0.5684419818067634,0.1740705532353346,0.0038856689762973495
1.0,5.0,512,0.009765625,-0.06535,-0.0013764544026794723,0.06397354559732053,0.004935749579586797,0.2478625,0.5166354490674829,0.26877294906748295,0.002865196052492206,0.28585714285714287,0.5684419818067634,0.28258483894962055,0.003918546011880367
1.0,5.0,1024,0.0048828125,-0.10055,-0.0013764544026794723,0.09917354559732053,0.004145713261170433,0.1819625,0.5166354490674829,0.3346729490674829,0.002251739609169264,0.1741714285714285,0.5684419818067634,0.3942705532353349,0.0038419474832706514
2.0,5.0,1,5.0,0.408875,0.02217302144752986,0.3867019785524701,0.0032183123202882426,0.27074375,0.7450764987574509,0.47433274875745085,0.0026703791797402306,0.17205714285714274,0.7960451240579688,0.623987981200826,0.004134439286767241
2.0,5.0,2,2.5,0.800475,0.02217302144752986,0.7783019785524702,0.002549804421472118,0.70576875,0.7450764987574509,0.03930774875745091,0.0033416593570514655,0.7782285714285716,0.7960451240579688,0.017816552629397187,0.0027375027507746067
2.0,5.0,4,1.25,0.23575,0.02217302144752986,0.21357697855247013,0.004111129271670844,0.224575,0.7450764987574509,0.5205014987574509,0.0028183929412658446,0.2834571428571429,0.7960451240579688,0.5125879812008258,0.003519379953427429
2.0,5.0,8,0.625,0.596175,0.02217302144752986,0.5740019785524701,0.005144128511547348,0.62001875,0.7450764987574509,0.1250577487574509,0.003967385463637918,0.7198000000000007,0.7960451240579688,0.07624512405796813,0.0031178833671415204
2.0,5.0,16,0.3125,-0.0021,0.02217302144752986,0.024273021447529863,0.0042633762017518185,0.18175,0.7450764987574509,0.5633264987574509,0.0021258723346707187,0.08308571428571425,0.7960451240579688,0.7129594097722546,0.0037582110169145427
2.0,5.0,32,0.15625,0.0111,0.02217302144752986,0.011073021447529861,0.007518116865819579,0.5652875,0.7450764987574509,0.1797889987574508,0.003708927806512603,0.5956571428571426,0.7960451240579688,0.20038798120082624,0.003859143818696987
2.0,5.0,64,0.078125,0.013325,0.02217302144752986,0.008848021447529861,0.007834555345598519,0.61391875,0.7450764987574509,0.1311577487574509,0.0038627570939136747,0.6642285714285713,0.7960451240579688,0.1318165526293975,0.003681249751293965
2.0,5.0,128,0.0390625,0.006775,0.02217302144752986,0.015398021447529862,0.007429270108357503,0.55193125,0.7450764987574509,0.19314524875745087,0.003979015185448324,0.6084,0.7960451240579688,0.18764512405796874,0.0039445609617051085
2.0,5.0,256,0.01953125,-0.0111,0.02217302144752986,0.03327302144752986,0.0066249202226740566,0.438975,0.7450764987574509,0.30610149875745085,0.0038651723950251333,0.4947428571428568,0.7960451240579688,0.30130226691511197,0.004151196077703468
2.0,5.0,512,0.009765625,-0.04945,0.02217302144752986,0.07162302144752986,0.005408525211598486,0.2949375,0.7450764987574509,0.45013899875745084,0.003265681468226837,0.32805714285714305,0.7960451240579688,0.46798798120082574,0.004161287952985361
2.0,5.0,1024,0.0048828125,-0.097725,0.02217302144752986,0.11989802144752987,0.004306095874881139,0.19495625,0.7450764987574509,0.5501202487574508,0.0024386848073198585,0.16225714285714285,0.7960451240579688,0.6337879812008259,0.004019023598293472
