h_over_J,time,observable,ed_value,backend_value,abs_error,relative_error_percent,standard_error
0.9,0.3333333333333333,mz2,0.7496357084788994,0.749725,8.929152110059846e-05,0.011911321738098848,0.0028521416792852117
0.9,0.3333333333333333,czz,0.7200874828547756,0.7215999999999998,0.001512517145224157,0.21004630426678247,0.003395658559058186
0.9,0.375,mz,0.8100180804358854,0.8116,0.0015819195641145756,0.19529435235116183,0.002122732813959391
0.9,0.375,mz2,0.7008403022471377,0.70375,0.002909697752862317,0.41517272102258024,0.003008030680504686
0.9,0.375,czz,0.6685199838733848,0.6726571428571427,0.004137158983757883,0.6188534499428584,0.0035864018383586225
0.9,0.41666666666666663,mz,0.7746694003757137,0.776575,0.0019055996242862694,0.24598875641171006,0.0023025599049126978
0.9,0.41666666666666663,mz2,0.6530783157142176,0.65608125,0.003002934285782355,0.45981227879206105,0.003146285438981993
0.9,0.41666666666666663,czz,0.6199623017193162,0.6205142857142855,0.0005519839949692518,0.08903509026894975,0.0037863992760756677
0.9,0.4583333333333333,mz,0.7388777688358146,0.74625,0.007372231164185394,0.9977605870861669,0.0024640821658564916
0.9,0.4583333333333333,mz2,0.6074998014147612,0.6176,0.010100198585238807,1.6625846727385265,0.0032382157670753516
0.9,0.4583333333333333,czz,0.5760991194471783,0.5892285714285718,0.01312945198139348,2.2790265664687066,0.0038490923393571766
0.9,0.5,mz,0.7032145114075682,0.70205,0.0011645114075682361,0.1655983186748133,0.0026750318371064215
0.9,0.5,mz2,0.5650045898954018,0.564425,0.0005795898954018552,0.10258144903020232,0.0033191367257707897
0.9,0.5,czz,0.5382642050253623,0.536971428571429,0.0012927764539333308,0.2401750742225961,0.003975279966957535
0.9,0.5416666666666666,mz,0.6681674450530527,0.664725,0.0034424450530526896,0.5152069407960094,0.0028247549206145573
0.9,0.5416666666666666,mz2,0.5262315199239749,0.52164375,0.004587769923974916,0.871815873864362,0.0033283589865650163
0.9,0.5416666666666666,czz,0.507384334334244,0.5044000000000002,0.002984334334243832,0.5881802279448926,0.003959751502707767
0.9,0.5833333333333333,mz,0.6341315620182348,0.6337,0.000431562018234799,0.06805559667480944,0.0030142726459227924
0.9,0.5833333333333333,mz2,0.4915661186473207,0.492425,0.0008588813526793082,0.17472346447366152,0.0033722570927036287
0.9,0.5833333333333333,czz,0.48395047739870184,0.4831142857142859,0.0008361916844159545,0.17278455616173705,0.00398225805613822
0.9,0.625,mz,0.6014057419208249,0.6022,0.000794258079175103,0.13206692650428123,0.003163307865457482
0.9,0.625,mz2,0.4611627380855921,0.4627,0.0015372619144078947,0.3333447799337547,0.0034052807290566177
0.9,0.625,czz,0.46801711937005186,0.4700857142857144,0.002068594915662525,0.44199129263622683,0.0039622506776880355
0.9,0.6666666666666666,mz,0.5701950661166963,0.5722,0.0020049338833036945,0.351622453866229,0.0033133915941804455
0.9,0.6666666666666666,mz2,0.43497668843932935,0.4371875,0.0022108115606706558,0.5082597802201577,0.003402569045145991
0.9,0.6666666666666666,czz,0.4592286538016071,0.4597142857142865,0.0004856319126794184,0.10574947984173869,0.003916169380638898
0.9,0.7083333333333333,mz,0.5406179662424784,0.5365,0.004117966242478399,0.7617146487195,0.0034896980957211656
0.9,0.7083333333333333,mz2,0.41280205701783024,0.4096,0.0032020570178302177,0.7756882417114289,0.003366959703020542
0.9,0.7083333333333333,czz,0.45686997891829007,0.4545428571428577,0.0023271217754323725,0.5093619372719983,0.003798188517090254
0.9,0.75,mz,0.5127171863559411,0.513225,0.0005078136440589409,0.0990436165536304,0.003615859839891222
0.9,0.75,mz2,0.39431148508084723,0.39413125,0.00018023508084724638,0.04570880830678621,0.0033847391680552476
0.9,0.75,czz,0.45993687559724983,0.4586571428571428,0.001279732740107009,0.278240951749132,0.0037291814150482838
0.9,0.7916666666666666,mz,0.4864733861680185,0.48905,0.002576613831981489,0.529651550371057,0.003740743116802675
0.9,0.7916666666666666,mz2,0.3790949891947214,0.3790875,7.4891947213773236e-06,0.0019755456903521647,0.0033766918076915775
0.9,0.7916666666666666,czz,0.46722055475625235,0.46671428571428597,0.0005062690419663785,0.10835761329689307,0.0036240000831907417
0.9,0.8333333333333333,mz,0.4618201628026728,0.462175,0.00035483719732720687,0.07683449660876375,0.003914119820712837
0.9,0.8333333333333333,mz2,0.366695772927073,0.36679375,9.797707292696911e-05,0.026718898924001068,0.0033950567851880205
0.9,0.8333333333333333,czz,0.4774000086452457,0.4765999999999999,0.0008000086452457644,0.16757616899002784,0.003511838252687086
0.9,0.875,mz,0.4386593132271641,0.443975,0.0053156867728358925,1.2118030126224884,0.004051498044074576
0.9,0.875,mz2,0.35664174144333394,0.36124375,0.004602008556666037,1.2903729490669396,0.0034093180903338807
0.9,0.875,czz,0.4891355275313629,0.4918857142857144,0.0027501867543515135,0.5622545490063946,0.0034409757560704265
0.9,0.9166666666666666,mz,0.4168752851118808,0.414725,0.002150285111880812,0.51581016881433,0.004183472550616076
0.9,0.9166666666666666,mz2,0.34847203009745004,0.34699375,0.0014782800974500465,0.4242177190050651,0.0033710865987214506
0.9,0.9166666666666666,czz,0.5011569558855369,0.49708571428571385,0.004071241599823028,0.8123685707662591,0.0032863704473095226
0.9,0.9583333333333333,mz,0.3963479518257835,0.397175,0.000827048174216527,0.20866720022311602,0.004281811570881284
0.9,0.9583333333333333,mz2,0.3417582716309977,0.34106875,0.0006895216309977248,0.20175711555043596,0.0033453807140676767
0.9,0.9583333333333333,czz,0.5123409293281862,0.5121999999999999,0.0001409293281863233,0.02750694315426229,0.0031797196193381954
0.9,1.0,mz,0.37696307635591475,0.377625,0.0006619236440852383,0.17559376119380832,0.004389047426404859
0.9,1.0,mz2,0.33612058289092533,0.33521875,0.0009018328909253248,0.2683063569534446,0.0033645942477197647
0.9,1.0,czz,0.5217723909133968,0.5226571428571427,0.0008847519437459317,0.16956664613800576,0.0031311230405703374
1.0,0.041666666666666664,mz,0.9965363014200165,0.997175,0.0006386985799835543,0.06409185285808851,0.000264261084709972
1.0,0.041666666666666664,mz2,0.9939490322706115,0.99505625,0.0011072177293884877,0.1113958254840413,0.00046245689824245354
1.0,0.041666666666666664,czz,0.9930859164054713,0.9942285714285714,0.0011426550231000698,0.1150610439866041,0.0005539890190612573
1.0,0.08333333333333333,mz,0.9862467136002345,0.986175,7.171360023450202e-05,0.007271365191445436,0.0005918589081839684
1.0,0.08333333333333333,mz2,0.9760977128107517,0.97604375,5.3962810751762014e-05,0.005528423030146415,0.001016359456466179
1.0,0.08333333333333333,czz,0.9727047957434201,0.9728571428571431,0.00015234711372302812,0.015662214722257237,0.0012006551247970504
1.0,0.125,mz,0.9694300172278122,0.96875,0.0006800172278121908,0.07014608746660972,0.0008774512761824485
1.0,0.125,mz2,0.9473252867941796,0.946175,0.0011502867941796113,0.1214246901475911,0.0014907663049309897
1.0,0.125,czz,0.9399163131532472,0.9388285714285718,0.0010877417246754062,0.1157275078061186,0.0017531286083514591
1.0,0.16666666666666666,mz,0.9465654968347919,0.948175,0.001609503165208137,0.1700361116679336,0.001134535435570637
1.0,0.16666666666666666,mz2,0.9090152847242459,0.91190625,0.002890965275754165,0.318032636451339,0.0018799013502049482
1.0,0.16666666666666666,czz,0.8964092935957965,0.899485714285714,0.003076420689917536,0.34319375221747056,0.0022320445277157802
1.0,0.20833333333333331,mz,0.9182864807483112,0.919425,0.001138519251688841,0.12398301353201477,0.0013911633516762501
1.0,0.20833333333333331,mz2,0.8629431832715647,0.86469375,0.001750566728435321,0.20286002165271463,0.0022491667754330966
1.0,0.20833333333333331,czz,0.844391749353371,0.8461999999999998,0.0018082506466288173,0.21414830829571255,0.002687266378504113
1.0,0.25,mz,0.8853462660807647,0.884625,0.0007212660807647264,0.08146711726222265,0.00165710909072211
1.0,0.25,mz2,0.8111383264349478,0.81001875,0.0011195764349477555,0.1380253402484914,0.002580987369578539
1.0,0.25,czz,0.7864484203167315,0.785,0.0014484203167314247,0.18417232196208025,0.003086984508464351
1.0,0.29166666666666663,mz,0.8485790424381572,0.850875,0.002295957561842865,0.27056496177964356,0.0018647107422104922
1.0,0.29166666666666663,mz2,0.7557355631332157,0.75875625,0.003020686866784361,0.39970156416364067,0.0028082531046263815
1.0,0.29166666666666663,czz,0.7253762074511502,0.730171428571429,0.004795221120278859,0.6610667776281852,0.0033513277595633843
1.0,0.3333333333333333,mz,0.8088587145631206,0.807575,0.001283714563120597,0.1587068965207298,0.0021058443426662716
1.0,0.3333333333333333,mz2,0.6988319835983985,0.69651875,0.002313233598398523,0.33101427133991645,0.003026731345462877
1.0,0.3333333333333333,czz,0.6640093934975247,0.6619142857142859,0.0020951077832388476,0.3155238169453182,0.0036585545004435348
1.0,0.375,mz,0.767058541364073,0.7644,0.0026585413640730637,0.3465891090066392,0.002348630581117571
1.0,0.375,mz2,0.6423619651354563,0.6394625,0.0028994651354562473,0.451375593952676,0.0031794531961703196
1.0,0.375,czz,0.6050471199727111,0.6023999999999995,0.002647119972711609,0.4375064164971151,0.0038602442380151775
1.0,0.41666666666666663,mz,0.7240142680304256,0.72215,0.0018642680304256087,0.25749050988968436,0.0025383226859888855
1.0,0.41666666666666663,mz2,0.5880000310874568,0.585925,0.002075031087456769,0.3528964247874567,0.003277091068323706
1.0,0.41666666666666663,czz,0.5508952002409636,0.5487714285714286,0.002123771669535035,0.38551282868431047,0.00399275548112858
1.0,0.4583333333333333,mz,0.6804929673104327,0.680875,0.00038203268956726877,0.05614057865685334,0.0027273691154167546
1.0,0.4583333333333333,mz2,0.5370965559888408,0.53796875,0.000872194011159233,0.1623905425260918,0.0033030074289427985
1.0,0.4583333333333333,czz,0.503533037918393,0.5073714285714286,0.003838390653035595,0.7622917195073262,0.004001561443248422
1.0,0.5,mz,0.637169184418355,0.6396,0.0024308155816449295,0.3815023766197857,0.002895172223239963
1.0,0.5,mz2,0.4906469170062187,0.4929,0.002253082993781297,0.4592065935171748,0.003342760110225598
1.0,0.5,czz,0.4644143056284047,0.4664857142857142,0.002071408657309537,0.4460260229293946,0.004074504181087263
1.0,0.5416666666666666,mz,0.5946092689203311,0.59265,0.0019592689203310476,0.32950527728715256,0.003092337951356633
1.0,0.5416666666666666,mz2,0.44929096919582506,0.44685,0.002440969195825038,0.5432936255527391,0.0032978688715455907
1.0,0.5416666666666666,czz,0.4344073024442552,0.4299142857142857,0.00449301672996949,1.0342866486564304,0.004036848172192885
1.0,0.5833333333333333,mz,0.553264051338245,0.5527,0.0005640513382449974,0.10194975380754633,0.0032849429348176667
1.0,0.5833333333333333,mz2,0.41333714201604677,0.413375,3.7857983953226704e-05,0.009159105269024423,0.0033248257674859316
1.0,0.5833333333333333,czz,0.4137777784603106,0.411657142857143,0.002120635603167609,0.5125059182874944,0.004024713237982476
1.0,0.625,mz,0.5134693519868642,0.518475,0.005005648013135855,0.974867924203568,0.0034283987267065253
1.0,0.625,mz2,0.3828041672160609,0.38634375,0.003539582783939066,0.9246458338425735,0.0032814175124758005
1.0,0.625,czz,0.4022137492191776,0.4040857142857143,0.0018719650665367515,0.46541548372496466,0.003940937177027471
1.0,0.6666666666666666,mz,0.47545325227085705,0.477675,0.0022217477291429644,0.46729046831238735,0.003620026919373625
1.0,0.6666666666666666,mz2,0.3574733474856982,0.35920625,0.001732902514301804,0.4847641163992328,0.0032466172951211617
1.0,0.6666666666666666,czz,0.39888868485554263,0.4000857142857142,0.0011970294301715811,0.3000910969949135,0.003844254598901961
1.0,0.7083333333333333,mz,0.43934865457013444,0.44485,0.005501345429865578,1.2521593892777891,0.0038062181334821
1.0,0.7083333333333333,mz2,0.3369450731230839,0.34275,0.005804926876916083,1.7228110276583803,0.003236198162636952
1.0,0.7083333333333333,czz,0.4025566966289497,0.4085142857142858,0.005957589085336057,1.4799378907929013,0.0037397405610423884
1.0,0.75,mz,0.4052094265152403,0.402575,0.0026344265152402624,0.6501394940132715,0.003968222097635365
1.0,0.75,mz2,0.32069461821473155,0.31951875,0.0011758682147315347,0.36666290855688566,0.0031328153042458153
1.0,0.75,czz,0.41167116857716546,0.40954285714285676,0.002128311434308694,0.5169930752412538,0.0035892381685268633
1.0,0.7916666666666666,mz,0.3730283699624443,0.375975,0.0029466300375556864,0.7899211627931534,0.004110090536949544
1.0,0.7916666666666666,mz2,0.3081237354694174,0.31026875,0.0021450145305825785,0.6961536174143521,0.0031650798548998
1.0,0.7916666666666666,czz,0.4245168526479214,0.4225142857142857,0.0020025669336357077,0.4717284887854765,0.00351823493573304
1.0,0.8333333333333333,mz,0.34275535818522324,0.339725,0.0030303581852232364,0.8841169402188153,0.00427315965379749
1.0,0.8333333333333333,mz2,0.2986059356388867,0.29799375,0.0006121856388867086,0.20501455792460985,0.003132861498009499
1.0,0.8333333333333333,czz,0.43934485478142926,0.4382285714285712,0.0011162833528580718,0.25407907722361156,0.0033711825330053854
1.0,0.875,mz,0.3143142172547157,0.307575,0.0067392172547157125,2.144101947909772,0.004323887896113151
1.0,0.875,mz2,0.29152441318052247,0.28154375,0.009980663180522487,3.42361144702557,0.0030567784529705135
1.0,0.875,czz,0.4545002082144387,0.44751428571428575,0.006985922500152952,1.5370559515468714,0.0032463900369755555
1.0,0.9166666666666666,mz,0.2876172512777149,0.28775,0.00013274872228508094,0.04615464534736917,0.00449035188777089
1.0,0.9166666666666666,mz2,0.28630231002986156,0.2844125,0.0018898100298615494,0.6600750198852537,0.003101455184554692
1.0,0.9166666666666666,czz,0.46853280816098686,0.4690571428571425,0.0005243346961556483,0.11190992114590363,0.003135239500863514
1.0,0.9583333333333333,mz,0.26257668448216087,0.2679,0.005323315517839156,2.0273374722274,0.004636416572727648
1.0,0.9583333333333333,mz2,0.2824254316342797,0.2867125,0.004287068365720292,1.517946999642629,0.003118295966765925
1.0,0.9583333333333333,czz,0.4802842526890496,0.47568571428571366,0.004598538403335961,0.9574618317359641,0.00315844212828234
1.0,1.0,mz,0.23911267544186998,0.2423,0.003187324558130006,1.3329801744052114,0.004700269168146151
1.0,1.0,mz2,0.27945773602424034,0.2796125,0.00015476397575964196,0.055380100748478704,0.003091581334348118
1.0,1.0,czz,0.4889454276261531,0.484657142857143,0.004288284769010109,0.8770477289929633,0.003061120373940487
1.1,0.041666666666666664,mz,0.9958094324800271,0.99615,0.0003405675199729119,0.034200069698550745,0.00031189337560740975
1.1,0.041666666666666664,mz2,0.9926818831666887,0.9932875,0.0006056168333112844,0.0610081480866102,0.0005421097653379509
1.1,0.041666666666666664,czz,0.9916380252181272,0.9922285714285713,0.0005905462104441872,0.05955259837018521,0.0006469096806570379
1.1,0.08333333333333333,mz,0.9833665136771442,0.9832,0.00016651367714426435,0.016933022919563598,0.0006456141895653981
1.1,0.08333333333333333,mz2,0.9711341526848685,0.97085,0.0002841526848684772,0.02925987970692699,0.0011113032887110253
1.1,0.08333333333333333,czz,0.9670369928030798,0.967028571428571,8.421374508738033e-06,0.0008708430568232563,0.0013052600346793077
1.1,0.125,mz,0.963049666988381,0.964,0.0009503330116189534,0.09867954314244304,0.0009416680274212327
1.1,0.125,mz2,0.9365389319665404,0.9381625,0.0016235680334596436,0.1733583066376624,0.0015941222841929956
1.1,0.125,czz,0.9276164646182189,0.9284571428571424,0.0008406782389235312,0.09062778324763036,0.0019066893509751852
1.1,0.16666666666666666,mz,0.935463885957029,0.934025,0.0014388859570290125,0.15381523312970613,0.001251703484720468
1.1,0.16666666666666666,mz2,0.8907457431952865,0.88806875,0.002676993195286581,0.300533930780703,0.0020670471652195275
1.1,0.16666666666666666,czz,0.8756281865009057,0.8722857142857147,0.003342472215191017,0.3817227753423353,0.0024665360765162895
1.1,0.20833333333333331,mz,0.9014045843672501,0.9007,0.0007045843672501828,0.07816516350921077,0.0015505455230795159
1.1,0.20833333333333331,mz2,0.8361074225122159,0.8353,0.0008074225122158829,0.09656923147385241,0.0024524908197834506
1.1,0.20833333333333331,czz,0.8139945483292265,0.8134000000000001,0.0005945483292263409,0.07304082446825813,0.002933084712592919
1.1,0.25,mz,0.8618115416532139,0.860625,0.0011865416532139683,0.13767994461269623,0.0017894569436327078
1.1,0.25,mz2,0.775281152572849,0.77269375,0.0025874025728490624,0.33373732410010293,0.0027357281899828235
1.1,0.25,czz,0.7461010449941353,0.7422,0.0039010449941353498,0.5228574628475442,0.0033119315270797043
1.1,0.29166666666666663,mz,0.8177168811038645,0.8142,0.0035168811038645,0.43008542261191174,0.0020559690418073115
1.1,0.29166666666666663,mz2,0.711018780012441,0.7051875,0.0058312800124410424,0.8201302379578511,0.0029696885803736127
